Year_Birth,Education,Divorced,YOLO,Widow,Single,Married,Absurd,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response
2.91,5,0,0,0,0,1,0,0.42,0.0,1,2.5,4.6,0.7,0.18,0.24,0.58,1.25,0.48,0.67,0.56,0.36,3.46,3,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,1,0,0,0.43,0.0,1,2.5,3.59,1.44,0.4,0.93,0.83,0.46,0.46,1.67,0.74,1.25,4.23,3,0,0,0,0,0,0,3,11,0
3.69,3,0,0,0,0,1,0,0.43,0.0,1,2.5,1.21,2.2,0.95,0.47,1.2,0.89,0.51,1.0,1.48,1.61,2.69,7,0,0,0,0,0,0,3,11,0
3.79,4,0,0,0,1,0,0,0.27,2.5,0,2.5,0.86,0.05,0.05,0.09,0.15,0.04,0.04,0.33,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
4.22,2,0,0,0,0,1,0,0.53,2.5,1,2.5,4.39,0.47,1.76,0.31,1.39,0.36,0.32,0.67,0.74,0.36,3.08,3,0,0,0,0,0,0,3,11,0
4.03,3,0,0,0,0,1,0,0.49,0.0,1,0.0,1.06,1.7,0.48,1.06,0.48,0.89,0.12,1.0,1.67,0.89,3.85,7,0,0,0,0,0,0,3,11,0
3.83,3,0,0,0,0,1,0,0.29,2.5,2,0.0,4.55,0.55,0.6,0.3,0.23,0.06,0.58,2.33,0.93,0.18,2.31,8,0,0,0,0,0,0,3,11,0
3.54,2,0,0,0,1,0,0,0.67,0.0,0,0.0,2.22,2.03,0.6,2.82,3.8,3.69,0.88,0.33,1.3,1.25,3.46,4,0,1,0,1,0,0,3,11,1
4.42,4,0,0,0,0,1,0,0.32,2.5,0,2.5,3.59,0.39,0.28,0.21,0.06,0.32,0.64,1.33,0.74,0.18,1.92,6,1,0,0,0,0,0,3,11,1
2.86,3,0,0,0,0,1,0,0.38,0.0,1,5.0,2.63,0.48,0.38,0.17,0.46,0.44,0.07,0.67,0.37,0.18,3.08,2,0,0,0,0,0,0,3,11,0
4.32,2,0,0,0,0,1,0,0.5,0.0,0,0.0,3.94,1.33,2.41,1.3,4.25,1.83,0.44,0.33,0.93,1.25,2.31,3,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,0,1,0,0.45,0.0,1,5.0,0.1,1.75,0.0,0.74,0.62,0.3,0.91,1.33,0.37,0.36,3.08,7,0,0,0,1,0,0,3,11,1
2.72,3,0,0,1,0,0,0,0.53,0.0,0,2.5,3.03,0.54,0.0,0.73,3.84,3.63,1.69,0.33,0.56,1.25,4.23,1,0,0,0,0,0,0,3,11,0
3.16,5,0,0,1,0,0,0,0.38,0.0,1,5.0,1.26,0.38,0.0,0.02,0.04,0.02,0.19,0.67,0.56,0.18,1.15,6,0,0,0,0,0,0,3,11,0
3.4,3,0,0,0,0,1,0,0.6,0.0,0,5.0,2.37,1.62,2.11,1.15,3.96,1.6,3.33,0.33,0.56,1.25,3.08,1,1,0,0,0,0,0,3,11,0
3.98,3,0,0,0,0,1,0,0.25,2.5,0,5.0,2.32,0.02,0.13,0.11,0.33,0.29,0.51,0.67,0.74,0.0,1.15,7,0,0,0,0,0,0,3,11,0
3.69,5,0,0,0,1,0,0,0.5,0.0,0,5.0,4.19,2.64,0.63,1.22,0.31,0.72,0.0,0.33,0.37,1.43,3.46,1,0,0,0,0,0,0,3,11,0
3.01,5,0,0,0,0,1,0,0.56,0.0,0,2.5,0.86,4.15,0.43,1.2,0.44,0.65,0.23,0.33,0.93,1.07,1.92,2,0,1,1,0,0,0,3,11,1
3.74,3,0,0,1,0,0,0,0.24,2.5,0,0.0,0.66,0.01,0.03,0.01,0.04,0.0,0.04,0.33,0.19,0.0,0.77,8,0,0,0,0,0,0,3,11,0
2.82,3,0,0,0,0,1,0,0.4,0.0,2,5.0,4.34,1.12,1.06,0.37,0.54,0.1,0.07,1.0,1.3,0.36,3.08,6,0,0,0,0,0,0,3,11,0
3.79,5,0,0,0,0,1,0,0.37,2.5,0,0.0,4.65,2.14,0.2,0.48,0.21,0.15,0.8,1.0,1.3,0.54,4.62,7,0,0,0,0,0,0,3,11,0
3.98,3,0,0,0,0,1,0,0.46,0.0,1,2.5,2.37,1.89,1.91,1.11,1.62,3.65,1.23,1.33,1.11,1.79,5.0,4,0,0,0,0,0,0,3,11,0
4.22,3,0,0,0,0,1,0,0.28,2.5,0,2.5,0.91,0.01,0.0,0.02,0.04,0.04,0.04,0.33,0.19,0.0,0.77,8,0,0,0,0,0,0,3,11,1
4.27,5,0,0,0,0,1,0,0.43,2.5,0,0.0,4.09,2.5,0.2,0.36,0.21,0.15,0.11,2.33,1.48,1.07,3.46,6,0,1,0,0,0,0,3,11,1
4.13,3,0,0,0,0,1,0,0.29,2.5,1,2.5,4.6,0.07,0.03,0.04,0.08,0.0,0.06,0.67,0.19,0.0,1.15,7,0,0,0,0,0,0,3,11,0
4.61,3,0,0,0,1,0,0,0.15,2.5,0,5.0,2.93,0.01,0.03,0.02,0.08,0.02,0.12,0.33,0.19,0.18,0.77,5,0,0,0,0,0,0,3,11,0
3.06,3,0,0,0,0,1,0,0.47,0.0,1,2.5,2.02,1.6,0.0,0.56,2.12,1.43,1.62,1.33,1.48,0.54,4.23,5,0,0,0,0,0,0,3,11,0
3.83,5,0,0,0,1,0,0,0.31,2.5,1,5.0,3.38,0.07,0.08,0.01,0.04,0.0,0.03,0.67,0.19,0.0,1.15,3,0,0,0,0,0,0,3,11,0
4.08,4,0,0,0,0,1,0,0.42,0.0,1,5.0,0.96,1.51,0.0,0.11,0.0,0.08,0.33,0.33,1.3,0.18,3.08,5,0,0,0,0,0,0,3,11,0
3.83,5,0,0,0,0,1,0,0.47,0.0,1,0.0,4.7,1.24,0.55,0.11,0.12,0.0,1.27,1.33,1.11,0.36,2.69,5,0,0,0,0,0,0,3,11,0
4.08,3,0,0,0,0,1,0,0.31,2.5,0,0.0,2.07,0.94,0.18,0.24,0.29,0.0,1.64,2.33,1.3,0.54,1.54,8,0,0,0,0,0,0,3,11,0
3.88,4,0,0,0,0,1,0,0.29,2.5,0,2.5,3.03,0.06,0.18,0.06,0.0,0.02,0.33,0.33,0.37,0.18,0.77,7,0,0,0,0,0,0,3,11,0
3.83,4,1,0,0,0,0,0,0.28,2.5,0,2.5,2.73,0.09,0.08,0.04,0.04,0.19,0.0,0.33,0.37,0.0,1.15,6,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,1,0,0,0.24,2.5,0,0.0,1.31,0.46,0.38,0.1,0.48,0.21,0.99,0.67,1.11,0.36,0.77,9,1,0,0,0,0,0,3,11,1
3.98,3,0,0,0,0,1,0,0.32,0.0,1,2.5,1.52,0.71,0.05,0.13,0.0,0.04,0.07,1.33,0.74,0.36,1.92,5,0,0,0,0,0,0,3,11,0
3.25,4,0,0,0,0,1,0,0.62,0.0,0,0.0,4.7,1.36,0.7,0.29,2.32,1.41,0.25,0.33,0.93,1.61,1.54,3,0,0,0,0,0,0,3,11,0
3.45,5,1,0,0,0,0,0,0.59,0.0,0,0.0,1.77,1.62,1.86,0.33,3.26,0.7,0.25,0.33,0.93,1.79,5.0,3,0,0,0,0,0,0,3,11,1
4.03,4,0,0,0,0,1,0,0.49,0.0,1,2.5,0.2,2.47,0.0,0.67,0.25,0.38,0.69,0.67,0.56,0.89,2.69,7,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,0,1,0,0.45,0.0,1,2.5,4.65,1.68,0.3,0.32,0.31,0.11,1.24,0.67,1.3,0.36,3.85,6,0,0,0,0,0,0,3,11,0
3.69,3,0,0,0,0,1,0,0.11,2.5,0,5.0,1.21,0.04,0.0,0.01,0.04,0.02,0.01,0.33,0.19,0.0,1.15,7,0,0,0,0,0,0,3,11,0
2.86,2,0,0,1,0,0,0,0.21,0.0,0,0.0,4.85,0.08,0.03,0.31,0.56,0.55,0.19,0.33,0.74,0.18,1.54,8,0,0,0,0,0,0,3,11,0
3.16,5,0,0,0,0,1,0,0.59,0.0,1,0.0,0.56,3.92,0.48,1.72,1.91,1.44,1.85,0.67,0.37,0.89,4.62,6,0,0,0,0,0,0,3,11,0
4.03,3,1,0,0,0,0,0,0.35,2.5,0,0.0,5.0,0.62,0.05,0.26,0.29,0.1,0.19,0.67,1.11,0.18,1.92,8,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,0,1,0,0.57,0.0,0,2.5,3.64,3.29,0.5,1.13,4.63,0.95,0.55,0.33,0.56,0.89,5.0,6,0,0,0,1,0,0,3,11,0
3.45,4,0,0,0,1,0,0,0.44,0.0,1,2.5,3.89,2.31,0.0,0.2,0.19,0.0,1.8,1.33,0.37,1.07,1.15,8,0,0,0,0,0,0,3,11,0
2.48,5,1,0,0,0,0,0,0.42,0.0,0,2.5,4.29,1.69,0.33,0.38,0.15,0.0,0.36,0.33,1.67,0.71,2.31,7,0,1,0,0,0,0,3,11,0
3.35,4,1,0,0,0,0,0,0.45,0.0,1,2.5,4.44,1.06,0.63,0.77,0.48,0.36,0.17,1.0,0.93,0.54,4.23,5,0,0,0,0,0,0,3,11,0
4.13,3,1,0,0,0,0,0,0.42,0.0,1,5.0,1.11,0.1,0.03,0.03,0.04,0.0,0.03,0.33,0.37,0.0,1.15,3,0,0,0,0,0,0,3,11,0
3.79,5,0,0,0,0,1,0,0.59,0.0,1,2.5,4.19,4.68,0.0,0.93,0.89,0.67,0.23,0.33,0.74,1.61,1.54,6,0,0,0,0,0,0,3,11,0
2.72,5,0,0,0,0,1,0,0.51,0.0,1,5.0,3.18,1.77,0.0,1.03,1.22,0.53,0.0,1.0,1.11,1.25,4.23,3,0,0,0,0,0,0,3,11,0
2.48,3,0,0,0,0,1,0,0.49,0.0,0,2.5,0.45,1.3,0.35,0.63,1.76,0.27,0.29,0.33,0.74,0.54,5.0,2,0,0,0,0,0,0,3,11,0
2.77,3,0,0,0,0,1,0,0.2,2.5,1,0.0,4.65,0.04,0.05,0.06,0.08,0.0,0.33,0.67,0.19,0.18,0.77,8,0,0,0,0,0,0,3,11,0
3.3,4,0,0,0,0,1,0,0.36,0.0,1,2.5,0.1,0.09,0.0,0.01,0.0,0.0,0.0,0.33,0.19,0.0,1.15,5,0,0,0,0,0,0,3,11,0
4.71,1,0,0,0,0,1,0,0.18,0.0,0,0.0,0.3,0.05,0.9,0.06,0.39,1.18,1.49,0.33,0.74,0.18,1.15,8,0,0,0,0,0,0,3,11,0
4.47,5,0,0,0,0,1,0,0.48,2.5,0,0.0,3.33,3.51,0.0,0.41,1.29,0.72,2.11,0.67,0.74,0.54,4.62,8,0,0,0,0,0,0,3,11,0
3.06,4,0,0,0,0,1,0,0.38,0.0,1,2.5,2.47,0.1,0.0,0.02,0.04,0.0,0.08,0.33,0.19,0.0,1.15,5,0,0,0,0,0,0,3,11,0
2.91,3,0,0,1,0,0,0,0.4,0.0,0,0.0,1.46,2.73,0.25,0.69,0.54,0.19,1.49,0.67,1.85,0.71,4.62,6,0,0,0,0,0,0,3,11,0
4.03,3,0,0,0,0,1,0,0.49,0.0,1,2.5,3.89,0.75,4.07,1.12,2.05,0.68,0.4,0.33,0.93,1.79,3.08,3,0,0,0,0,0,0,3,11,0
4.66,3,0,0,0,1,0,0,0.61,0.0,0,2.5,3.89,1.65,1.76,0.94,2.82,0.76,1.16,0.33,0.56,1.25,4.23,1,0,0,0,0,0,0,3,11,0
4.81,3,0,0,0,0,1,0,0.26,0.0,0,2.5,3.59,0.11,0.1,0.19,0.06,0.19,0.28,0.33,0.37,0.18,1.54,7,0,0,0,0,0,0,3,11,0
3.2,3,1,0,0,0,0,0,0.46,0.0,1,0.0,2.47,1.28,3.47,0.19,1.16,0.49,0.81,2.0,0.93,0.36,4.62,5,0,0,0,0,0,0,3,11,0
4.27,5,0,0,0,0,1,0,0.3,2.5,0,2.5,4.9,0.43,0.03,0.16,0.0,0.02,0.43,1.0,0.74,0.36,1.15,7,1,0,0,0,0,0,3,11,0
4.17,3,0,0,0,1,0,0,0.45,0.0,1,2.5,0.3,1.09,2.09,0.87,1.66,1.1,1.26,0.33,1.11,0.71,4.62,3,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,0,1,0,0.37,0.0,2,2.5,4.7,0.8,0.43,0.2,0.15,0.19,0.08,1.0,1.11,0.36,1.92,7,0,1,0,0,0,0,3,11,0
3.2,4,0,0,0,0,1,0,0.67,0.0,0,5.0,3.94,3.91,2.31,1.18,1.39,2.45,0.76,0.33,0.93,1.07,2.69,1,0,0,1,0,0,0,3,11,0
2.57,5,0,0,0,0,1,0,0.33,0.0,1,2.5,3.13,0.95,0.0,0.16,0.0,0.11,0.72,1.33,1.11,0.36,1.92,8,0,0,0,0,0,0,3,11,0
3.98,4,0,0,0,1,0,0,0.61,0.0,0,2.5,2.37,4.31,0.5,1.78,1.54,1.16,0.37,0.33,0.93,1.25,3.46,2,0,0,0,0,0,0,3,11,0
3.3,3,0,0,0,0,1,0,0.27,2.5,1,2.5,0.45,0.22,0.0,0.13,0.08,0.06,0.28,1.33,0.56,0.18,1.15,8,0,0,0,0,0,0,3,11,0
4.71,3,0,0,0,1,0,0,0.2,2.5,0,2.5,3.89,0.04,0.18,0.03,0.06,0.02,0.15,0.33,0.19,0.0,1.15,7,0,0,0,0,0,0,3,11,0
3.2,3,0,0,0,0,1,0,0.54,0.0,0,2.5,1.21,0.76,0.58,1.13,0.81,0.4,1.04,0.33,0.74,0.89,2.69,2,0,0,0,0,0,0,3,11,0
2.48,4,0,0,0,0,1,0,0.6,0.0,0,5.0,0.96,3.47,3.37,1.94,0.48,0.72,0.0,0.33,1.11,0.54,3.85,3,0,0,1,1,0,0,3,11,0
3.5,3,1,0,0,0,0,0,0.23,2.5,1,5.0,3.38,0.09,0.03,0.03,0.04,0.0,0.14,0.67,0.37,0.0,1.15,7,0,0,0,0,0,0,3,11,0
4.56,4,0,0,0,1,0,0,0.55,0.0,0,5.0,4.8,3.29,1.83,1.02,1.08,0.27,2.42,0.33,0.37,0.71,2.31,5,1,0,0,0,0,0,3,11,0
4.76,3,0,0,0,0,1,0,0.32,0.0,0,2.5,2.42,0.6,0.05,0.19,0.73,0.32,0.8,0.33,0.93,0.18,2.31,5,0,0,0,0,0,0,3,11,0
2.91,3,0,0,0,0,1,0,0.53,0.0,0,0.0,3.69,4.62,0.83,0.63,0.0,0.63,0.91,0.33,0.37,0.71,3.46,6,0,1,1,0,0,0,3,11,0
4.56,3,0,0,0,0,1,0,0.19,2.5,0,0.0,1.77,0.11,0.03,0.19,0.31,0.23,1.17,1.0,0.37,0.36,1.15,6,0,0,0,0,0,0,3,11,1
4.51,3,0,0,0,0,1,0,0.25,2.5,0,0.0,3.84,0.03,0.1,0.04,0.14,0.11,0.03,0.33,0.19,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.16,5,0,0,0,0,1,0,0.58,0.0,0,2.5,1.01,2.95,0.95,0.92,0.31,0.48,0.17,0.33,0.74,0.89,3.85,2,0,0,0,0,0,0,3,11,0
4.08,4,0,0,0,0,1,0,0.38,0.0,0,5.0,3.64,0.47,0.38,0.44,1.29,0.59,0.48,0.33,0.74,0.71,2.31,3,0,0,0,0,0,0,3,11,0
3.45,3,0,0,0,1,0,0,0.46,0.0,0,0.0,1.01,3.35,3.89,1.1,4.32,0.32,1.66,0.33,0.74,1.43,1.54,8,0,0,0,0,0,0,3,11,0
3.25,5,0,0,0,0,1,0,0.37,2.5,1,2.5,3.48,0.69,0.25,0.19,0.58,0.51,0.98,2.0,0.74,0.18,3.08,6,0,0,0,0,0,0,3,11,0
3.98,2,0,0,1,0,0,0,0.36,0.0,1,2.5,4.04,0.54,1.53,0.24,1.87,1.08,0.84,1.33,0.74,0.54,3.08,5,0,0,0,0,0,0,3,11,0
3.69,3,0,0,0,1,0,0,0.55,0.0,1,2.5,3.28,2.07,1.36,0.75,2.45,1.03,0.75,0.33,0.74,1.25,1.92,1,0,0,0,0,0,0,3,11,0
4.08,4,0,0,0,0,1,0,0.43,2.5,1,5.0,2.63,1.53,0.1,0.07,0.0,0.0,0.12,2.33,1.48,0.36,2.31,7,0,1,0,0,0,0,3,11,0
3.35,3,0,0,0,0,1,0,0.49,2.5,1,2.5,3.28,0.38,0.15,0.27,0.06,0.17,0.52,0.67,0.56,0.36,1.92,4,0,0,0,0,0,0,3,11,0
4.32,3,0,0,0,1,0,0,0.21,2.5,0,2.5,2.88,0.04,0.08,0.06,0.04,0.04,0.08,0.67,0.37,0.0,1.15,6,0,0,0,0,0,0,3,11,0
2.82,4,0,0,0,0,1,0,0.36,0.0,1,2.5,3.54,0.58,0.3,0.32,0.15,0.0,0.21,1.33,1.11,0.18,1.92,7,0,0,0,0,0,0,3,11,0
3.59,3,0,0,0,0,1,0,0.34,0.0,1,5.0,0.0,0.26,0.0,0.03,0.0,0.0,0.1,0.33,0.37,0.18,1.15,5,0,0,0,0,0,0,3,11,0
3.59,3,1,0,0,0,0,0,0.58,0.0,0,5.0,0.96,1.55,3.79,0.85,1.25,1.14,0.41,0.33,1.48,0.54,1.54,4,0,0,1,0,0,0,3,11,1
2.86,2,0,0,0,0,1,0,0.43,0.0,1,2.5,2.53,0.33,0.1,0.09,0.71,1.03,0.08,0.67,0.37,0.18,2.69,2,0,0,0,0,0,0,3,11,0
4.27,4,0,0,0,1,0,0,0.17,2.5,0,2.5,3.38,0.06,0.08,0.06,0.08,0.1,0.36,1.0,0.56,0.0,1.15,7,0,0,0,0,0,0,3,11,0
4.08,2,0,0,0,0,1,0,0.19,2.5,0,2.5,2.32,0.0,0.23,0.02,0.21,0.06,0.3,1.0,0.56,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.69,3,0,0,1,0,0,0,0.33,0.0,1,0.0,1.87,0.21,0.25,0.24,0.14,0.36,0.26,0.67,0.74,0.18,1.54,7,0,0,0,0,0,0,3,11,0
4.42,5,0,0,0,1,0,0,0.32,2.5,0,0.0,1.92,0.84,0.08,0.12,0.08,0.06,1.41,0.67,0.74,0.89,1.15,6,0,0,0,0,0,0,3,11,0
4.32,5,0,0,0,0,1,0,0.63,0.0,0,2.5,0.45,4.95,0.48,1.17,0.0,0.36,0.0,0.33,1.3,1.07,2.31,3,0,1,1,0,0,0,3,11,1
4.03,3,0,0,0,0,1,0,0.41,0.0,1,2.5,2.83,0.66,0.45,0.73,0.62,2.05,0.75,0.67,0.74,1.07,3.08,3,0,0,0,0,0,0,3,11,0
4.71,2,0,0,0,0,1,0,0.19,2.5,0,5.0,4.95,0.03,0.1,0.03,0.12,0.13,0.08,0.67,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
3.45,3,0,0,1,0,0,0,0.64,0.0,0,5.0,3.43,1.39,1.16,2.68,1.16,2.03,0.64,0.33,0.56,1.07,1.54,1,0,0,0,0,0,0,3,11,1
4.22,3,0,0,0,0,1,0,0.36,2.5,0,2.5,3.64,0.14,0.18,0.12,0.39,0.23,0.14,0.33,0.56,0.0,1.54,6,0,0,0,0,0,0,3,11,0
3.64,3,0,0,0,0,1,0,0.15,2.5,1,5.0,2.37,0.05,0.08,0.06,0.04,0.02,0.39,1.33,0.56,0.18,0.77,8,1,0,0,0,0,0,3,11,1
3.88,4,0,0,0,0,1,0,0.2,2.5,1,5.0,1.67,0.06,0.0,0.01,0.0,0.0,0.01,0.67,0.19,0.0,1.15,6,0,0,0,0,0,0,3,11,0
3.4,2,0,0,0,1,0,0,0.3,2.5,1,5.0,4.39,0.05,0.1,0.03,0.06,0.08,0.25,0.67,0.19,0.18,1.15,3,0,0,0,0,0,0,3,11,0
4.66,3,0,0,0,1,0,0,0.16,2.5,0,5.0,0.0,0.02,0.4,0.07,0.21,0.0,0.47,0.67,0.56,0.18,0.77,7,1,0,0,0,0,0,3,11,1
3.79,5,0,0,0,1,0,0,0.45,0.0,1,5.0,3.69,1.53,0.0,0.07,0.12,0.08,0.47,0.67,1.11,0.36,3.08,6,0,0,0,0,0,0,3,11,0
3.4,3,0,0,0,0,1,0,0.17,0.0,0,2.5,3.74,0.1,0.08,0.14,0.37,0.4,0.58,0.33,0.56,0.36,0.77,8,0,0,0,0,0,0,3,11,0
2.72,4,0,0,0,0,1,0,0.61,0.0,0,2.5,0.2,0.6,0.7,1.51,2.14,2.34,0.65,0.33,0.56,1.43,5.0,1,0,0,0,0,0,0,3,11,1
2.86,3,0,0,0,0,1,0,0.33,2.5,1,0.0,2.53,0.3,0.43,0.28,0.29,0.11,0.21,2.0,0.74,0.18,1.92,8,0,0,0,0,0,0,3,11,0
4.13,5,0,0,0,1,0,0,0.41,2.5,0,2.5,2.88,1.03,2.14,0.4,1.97,0.86,1.63,0.67,1.11,0.36,4.23,5,0,0,0,0,0,0,3,11,0
4.32,3,0,0,0,0,1,0,0.6,0.0,0,2.5,1.52,1.87,3.24,2.21,0.56,3.52,1.53,0.33,0.93,1.07,2.69,2,0,0,1,0,0,0,3,11,0
3.74,2,0,0,0,0,1,0,0.11,0.0,0,2.5,1.36,0.02,0.1,0.04,0.29,0.15,0.23,0.67,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
3.2,3,0,0,0,0,1,0,0.66,0.0,1,2.5,3.08,5.0,0.95,0.83,0.97,1.08,0.46,0.33,0.93,1.79,1.54,6,0,1,1,1,1,0,3,11,1
4.13,3,0,0,0,0,1,0,0.25,2.5,0,2.5,0.2,0.1,0.2,0.03,0.15,0.15,0.17,0.33,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
4.22,3,0,0,0,1,0,0,0.61,0.0,0,2.5,3.79,0.83,3.84,2.72,1.12,2.55,0.52,0.0,1.11,1.07,2.69,2,0,0,0,0,0,0,3,11,0
3.79,4,0,0,0,0,1,0,0.54,0.0,1,2.5,0.61,1.56,0.63,0.38,2.63,0.0,0.51,0.67,1.48,0.54,5.0,4,0,0,0,0,0,0,3,11,0
3.74,2,0,0,0,0,1,0,0.47,0.0,1,5.0,0.66,0.43,3.24,0.75,3.24,2.3,1.15,1.67,1.11,0.54,4.62,4,0,0,0,0,0,0,3,11,0
3.4,5,1,0,0,0,0,0,0.37,0.0,1,2.5,0.45,0.58,0.45,0.23,0.54,0.11,0.33,1.0,0.56,0.36,2.69,3,0,0,0,0,0,0,3,11,0
2.77,5,0,0,0,0,1,0,0.39,0.0,1,5.0,2.42,0.63,0.05,0.08,0.06,0.04,0.55,0.67,0.56,0.36,1.92,4,0,0,0,0,0,0,3,11,0
3.35,3,0,0,0,1,0,0,0.5,0.0,1,0.0,4.04,2.5,0.25,0.47,1.25,0.76,0.58,1.33,0.74,0.36,3.46,8,0,0,0,0,0,0,3,11,0
2.82,4,0,0,0,0,1,0,0.22,2.5,1,2.5,3.03,0.02,0.0,0.01,0.04,0.0,0.01,0.33,0.19,0.0,0.77,5,0,0,0,0,0,0,3,11,0
4.17,3,0,0,0,1,0,0,0.36,0.0,1,2.5,2.17,0.05,0.0,0.01,0.0,0.0,0.06,0.33,0.19,0.0,0.77,6,0,0,0,0,0,0,3,11,0
3.74,3,0,0,0,0,1,0,0.29,2.5,1,0.0,0.96,0.04,0.0,0.01,0.0,0.0,0.01,0.33,0.19,0.0,0.77,7,0,0,0,0,0,0,3,11,0
3.93,3,0,0,0,0,1,0,0.34,0.0,1,0.0,1.31,0.33,0.0,0.31,0.95,0.19,1.46,1.67,0.93,0.18,1.92,6,0,0,0,0,0,0,3,11,0
3.64,5,0,0,0,0,1,0,0.29,2.5,1,5.0,2.93,0.11,0.0,0.01,0.0,0.0,0.01,0.67,0.19,0.0,1.15,7,0,0,0,0,0,0,3,11,0
4.13,2,0,0,0,1,0,0,0.29,2.5,0,2.5,2.12,0.17,0.3,0.14,0.33,0.46,0.33,1.0,0.74,0.18,1.15,8,0,0,0,0,0,0,3,11,0
3.74,5,0,0,0,0,1,0,0.48,0.0,1,2.5,1.36,0.67,0.13,0.13,0.0,0.19,0.28,0.33,0.93,0.18,1.92,5,0,0,0,0,0,0,3,11,0
4.27,4,0,0,0,0,1,0,0.28,2.5,0,2.5,2.83,0.08,0.15,0.07,0.12,0.0,0.0,0.67,0.37,0.0,1.15,8,0,0,0,0,0,0,3,11,0
4.08,5,0,0,0,0,1,0,0.46,0.0,1,2.5,1.36,3.52,0.3,0.42,0.0,0.0,0.33,1.0,1.11,0.71,3.08,5,0,1,0,1,1,0,3,11,1
3.64,3,0,0,0,0,1,0,0.38,2.5,1,5.0,0.51,0.39,0.0,0.06,0.25,0.0,0.41,1.0,0.74,0.18,1.15,7,0,0,0,0,0,0,3,11,0
3.74,3,0,0,0,0,1,0,0.1,2.5,1,2.5,2.42,0.03,0.1,0.05,0.19,0.04,0.1,1.33,0.56,0.0,1.15,8,0,0,0,0,0,0,3,11,0
3.54,5,0,0,0,0,1,0,0.36,2.5,1,2.5,1.97,0.19,0.0,0.03,0.0,0.0,0.11,0.67,0.37,0.0,1.54,5,0,0,0,0,0,0,3,11,0
3.06,4,0,0,0,0,1,0,0.41,2.5,1,2.5,4.29,0.49,0.33,0.13,0.33,0.04,0.06,2.0,0.74,0.36,1.54,7,0,0,0,0,0,0,3,11,0
3.93,5,0,0,0,0,1,0,0.34,2.5,1,0.0,3.23,0.68,0.0,0.03,0.0,0.0,0.03,1.67,0.56,0.18,2.31,6,0,1,0,0,0,0,3,11,0
2.82,3,0,0,0,0,1,0,0.31,0.0,1,2.5,3.48,0.9,0.08,0.08,0.75,0.11,1.37,2.33,1.3,0.18,1.92,8,0,0,0,0,0,0,3,11,0
3.59,2,0,0,0,0,1,0,0.36,2.5,1,2.5,2.73,0.03,0.0,0.05,0.12,0.11,0.14,0.33,0.19,0.0,1.15,8,0,0,0,0,0,0,3,11,0
2.82,4,0,0,0,0,1,0,0.21,0.0,0,2.5,2.88,0.12,0.3,0.07,0.15,0.21,0.72,0.33,0.37,0.18,1.15,7,0,0,0,0,0,0,3,11,0
4.37,3,0,0,0,0,1,0,0.3,2.5,0,5.0,3.23,0.15,0.0,0.02,0.0,0.0,0.03,0.67,0.37,0.0,1.15,6,0,0,0,0,0,0,3,11,0
3.79,2,0,0,0,0,1,0,0.2,2.5,1,5.0,0.51,0.1,0.03,0.04,0.14,0.04,0.12,1.33,0.37,0.18,1.54,4,0,0,0,0,0,0,3,11,0
3.01,3,0,0,1,0,0,0,0.6,0.0,0,0.0,3.28,3.55,0.53,1.54,0.62,0.0,3.09,0.33,0.93,1.96,1.92,3,1,0,1,1,0,0,3,11,1
3.3,4,0,0,0,0,1,0,0.46,0.0,1,2.5,3.74,0.88,1.18,0.54,1.04,0.89,0.15,0.67,0.74,0.71,3.85,2,0,0,0,0,0,0,3,11,0
3.01,3,0,0,0,0,1,0,0.4,0.0,1,5.0,0.2,1.34,0.1,0.09,0.12,0.08,0.41,1.0,1.3,0.18,2.69,7,0,1,0,0,0,0,3,11,0
3.2,3,0,0,0,0,1,0,0.18,0.0,0,2.5,4.75,0.03,0.23,0.03,0.04,0.1,0.3,0.33,0.19,0.18,1.15,4,0,0,0,0,0,0,3,11,0
4.42,5,0,0,0,1,0,0,0.3,2.5,0,0.0,2.07,0.06,0.0,0.1,0.12,0.08,0.23,0.67,0.37,0.18,0.77,7,0,0,0,0,0,1,3,11,1
3.98,4,0,0,0,0,1,0,0.69,0.0,0,0.0,1.26,2.74,4.6,2.31,2.05,3.1,0.28,0.0,0.93,1.96,1.92,2,0,0,1,1,0,0,3,11,1
